"","species","scientificName","numberOfOccurrences","class","order","family","speciesKey","iucnRedListCategory"
"1976","Pseudopaludicola pocoto","Pseudopaludicola pocoto Magalhães, Loebmann, Kokubum, Haddad & Garda, 2014",4,"Amphibia","Anura","Leptodactylidae",10818554,"LC"
"1977","Physalaemus biligonigerus","Physalaemus biligonigerus (Cope, 1861)",90,"Amphibia","Anura","Leptodactylidae",2423543,"LC"
"1978","Anolis fuscoauratus","Anolis fuscoauratus D'Orbigny, 1837",65,"Squamata",NA,"Dactyloidae",2467558,"LC"
"1979","Ololygon catharinae","Ololygon catharinae (Boulenger, 1888)",60,"Amphibia","Anura","Hylidae",10851966,"LC"
"1980","Xenohyla truncata","Xenohyla truncata (Izecksohn, 1959)",16,"Amphibia","Anura","Hylidae",2427337,"VU"
"1981","Aplastodiscus sibilatus","Aplastodiscus sibilatus (Cruz, Pimenta & Silvano, 2003)",9,"Amphibia","Anura","Hylidae",2427340,"LC"
"1982","Kentropyx viridistriga","Kentropyx viridistriga (Boulenger, 1894)",3,"Squamata",NA,"Teiidae",8957716,"LC"
"1983","Micronycteris microtis","Micronycteris microtis Miller, 1898",21,"Mammalia","Chiroptera","Phyllostomidae",7261690,"LC"
"1984","Ischnocnema pusilla","Ischnocnema pusilla (Bokermann, 1967)",1,"Amphibia","Anura","Brachycephalidae",2424884,"DD"
"1985","Euphonia plumbea","Euphonia plumbea Du Bus de Gisignies, 1855",1,"Aves","Passeriformes","Fringillidae",2487959,"LC"
"1986","Mimosiphonops vermiculatus","Mimosiphonops vermiculatus Taylor, 1968",4,"Amphibia","Gymnophiona","Siphonopidae",2430894,"DD"
"1987","Lestodon armatus","Lestodon armatus (Gervais, 1855)",1,"Mammalia","Pilosa","Mylodontidae",4945215,"NE"
"1988","Callorhinus ursinus","Callorhinus ursinus (Linnaeus, 1758)",3,"Mammalia","Carnivora","Otariidae",2433487,"VU"
"1989","Synaptomys borealis","Synaptomys borealis (Richardson, 1828)",4,"Mammalia","Rodentia","Cricetidae",2438953,"LC"
"1990","Fritziana izecksohni","Fritziana izecksohni Folly, Hepp & Carvalho-e-Silva, 2018",3,"Amphibia","Anura","Hemiphractidae",10752752,"DD"
"1991","Pagodroma nivea","Pagodroma nivea (G.Forster, 1777)",1,"Aves","Procellariiformes","Procellariidae",2481600,"LC"
"1992","Malacoptila minor","Malacoptila minor Sassi, 1911",1,"Aves","Piciformes","Bucconidae",10734567,"EN"
"1993","Phasmahyla cruzi","Phasmahyla cruzi Carvalho-e-Silva, Silva & Carvalho-e-Silva, 2009",4,"Amphibia","Anura","Phyllomedusidae",8697141,"LC"
"1994","Anolis nasofrontalis","Anolis nasofrontalis Amaral, 1933",2,"Squamata",NA,"Dactyloidae",2467444,"EN"
"1995","Crossodactylus dispar","Crossodactylus dispar Lutz, 1925",2,"Amphibia","Anura","Hylodidae",2429870,"DD"
"1996","Bothrops insularis","Bothrops insularis (Amaral, 1922)",2,"Squamata",NA,"Viperidae",5220757,"CR"
"1997","Thamnophilus torquatus","Thamnophilus torquatus Swainson, 1825",1306,"Aves","Passeriformes","Thamnophilidae",5959205,"LC"
"1998","Pipile jacutinga","Pipile jacutinga (Spix, 1825)",3589,"Aves","Galliformes","Cracidae",2482303,"EN"
"1999","Mackenziaena severa","Mackenziaena severa (Lichtenstein, 1823)",13947,"Aves","Passeriformes","Thamnophilidae",2490207,"LC"
"2000","Synallaxis hypospodia","Synallaxis hypospodia P.L.Sclater, 1874",325,"Aves","Passeriformes","Furnariidae",2484934,"LC"
"2001","Xolmis velatus","Xolmis velatus (Lichtenstein, 1823)",10775,"Aves","Passeriformes","Tyrannidae",2482736,"LC"
"2002","Dacnis nigripes","Dacnis nigripes Pelzeln, 1856",1291,"Aves","Passeriformes","Thraupidae",2488369,"NT"
"2003","Ornithion inerme","Ornithion inerme Hartlaub, 1853",855,"Aves","Passeriformes","Tyrannidae",2483380,"LC"
"2004","Tyrannus savana","Tyrannus savana Vieillot, 1808",42375,"Aves","Passeriformes","Tyrannidae",5229693,"LC"
"2005","Agelasticus thilius","Agelasticus thilius (Molina, 1782)",1533,"Aves","Passeriformes","Icteridae",2484205,"LC"
"2006","Chordeiles minor","Chordeiles minor (J.R.Forster, 1771)",401,"Aves","Caprimulgiformes","Caprimulgidae",2497035,"LC"
"2007","Circus buffoni","Circus buffoni (Gmelin, 1788)",5175,"Aves","Accipitriformes","Accipitridae",5229178,"LC"
"2008","Polystictus superciliaris","Polystictus superciliaris (Wied-Neuwied, 1831)",839,"Aves","Passeriformes","Tyrannidae",5229774,"LC"
"2009","Geotrygon montana","Geotrygon montana (Linnaeus, 1758)",6665,"Aves","Columbiformes","Columbidae",2496121,"LC"
"2010","Rallus longirostris","Rallus longirostris Boddaert, 1783",1024,"Aves","Gruiformes","Rallidae",9395900,"LC"
"2011","Fulica leucoptera","Fulica leucoptera Vieillot, 1817",1217,"Aves","Gruiformes","Rallidae",2474388,"LC"
"2012","Thamnophilus palliatus","Thamnophilus palliatus (Lichtenstein, 1823)",7452,"Aves","Passeriformes","Thamnophilidae",5959210,"LC"
"2013","Conopophaga roberti","Conopophaga roberti Hellmayr, 1905",268,"Aves","Passeriformes","Conopophagidae",2488937,"LC"
"2014","Cranioleuca pyrrhophia","Cranioleuca pyrrhophia (Vieillot, 1818)",197,"Aves","Passeriformes","Furnariidae",2485307,"LC"
"2015","Thalassarche melanophris","Thalassarche melanophris (Temminck, 1828)",66,"Aves","Procellariiformes","Diomedeidae",2481410,"LC"
"2016","Scinax squalirostris","Scinax squalirostris (Lutz, 1925)",223,"Amphibia","Anura","Hylidae",5217922,"LC"
"2017","Scinax pachycrus","Scinax pachycrus (Miranda-Ribeiro, 1937)",26,"Amphibia","Anura","Hylidae",5217926,"LC"
"2018","Elapomorphus quinquelineatus","Elapomorphus quinquelineatus (Raddi, 1820)",116,"Squamata",NA,"Colubridae",5223026,"LC"
"2019","Scinax ruber","Scinax ruber (Laurenti, 1768)",59,"Amphibia","Anura","Hylidae",5217952,"LC"
"2020","Veniliornis affinis","Veniliornis affinis (Swainson, 1821)",43,"Aves","Piciformes","Picidae",2478373,"LC"
"2021","Sotalia fluviatilis","Sotalia fluviatilis (Gervais & Deville, 1853)",13,"Mammalia","Cetacea","Delphinidae",2440537,"EN"
"2022","Gaylordia macrocynodonta","Gaylordia macrocynodonta Paula Couto, 1952",1,"Mammalia","Didelphimorphia","Didelphidae",8547225,"NE"
"2023","Rattus rattus","Rattus rattus (Linnaeus, 1758)",138,"Mammalia","Rodentia","Muridae",2439270,"LC"
"2024","Cebus albifrons","Cebus albifrons (Humboldt, 1812)",1,"Mammalia","Primates","Cebidae",2436636,"LC"
"2025","Leopardus geoffroyi","Leopardus geoffroyi (d'Orbigny & Gervais, 1844)",10,"Mammalia","Carnivora","Felidae",2434942,"LC"
"2026","Leptodactylus cunicularius","Leptodactylus cunicularius Sazima & Bokermann, 1978",8,"Amphibia","Anura","Leptodactylidae",5217546,"LC"
"2027","Miniopterus pusillus","Miniopterus pusillus Dobson, 1876",1,"Mammalia","Chiroptera","Miniopteridae",2432506,"LC"
"2028","Cygnus olor","Cygnus olor (J.F.Gmelin, 1789)",18,"Aves","Anseriformes","Anatidae",2498343,"LC"
"2029","Physalaemus atlanticus","Physalaemus atlanticus Haddad & Sazima, 2004",96,"Amphibia","Anura","Leptodactylidae",2423582,"LC"
"2030","Boana semilineata","Boana semilineata (Spix, 1824)",706,"Amphibia","Anura","Hylidae",5218006,"LC"
"2031","Physalaemus barrioi","Physalaemus barrioi Bokermann, 1967",22,"Amphibia","Anura","Leptodactylidae",2423560,"LC"
"2032","Trachycephalus imitatrix","Trachycephalus imitatrix (Miranda-Ribeiro, 1926)",25,"Amphibia","Anura","Hylidae",5217958,"LC"
"2033","Crossodactylodes bokermanni","Crossodactylodes bokermanni Peixoto, 1983",27,"Amphibia","Anura","Leptodactylidae",2424443,"LC"
"2034","Hylodes meridionalis","Hylodes meridionalis (Mertens, 1927)",77,"Amphibia","Anura","Hylodidae",5218095,"LC"
"2035","Erythrolamprus jaegeri","Erythrolamprus jaegeri (Günther, 1858)",86,"Squamata",NA,"Colubridae",9328701,"LC"
"2036","Cnemidophorus cryptus","Cnemidophorus cryptus Cole & Dessauer, 1993",26,"Squamata",NA,"Teiidae",5227465,"LC"
"2037","Erythrolamprus miliaris","Erythrolamprus miliaris (Linnaeus, 1758)",550,"Squamata",NA,"Colubridae",7522971,"LC"
"2038","Boana freicanecae","Boana freicanecae (Carnaval & Peixoto, 2004)",9,"Amphibia","Anura","Hylidae",10681914,"EN"
"2039","Erythrolamprus typhlus","Erythrolamprus typhlus (Linnaeus, 1758)",54,"Squamata",NA,"Colubridae",8151938,"LC"
"2040","Hylodes caete","Hylodes caete Malagoli, de Sá, Canedo & Haddad, 2017",7,"Amphibia","Anura","Hylodidae",10773458,"LC"
"2041","Mimon bennettii","Mimon bennettii (Gray, 1838)",26,"Mammalia","Chiroptera","Phyllostomidae",2433309,"LC"
"2042","Trachemys scripta","Trachemys scripta (Thunberg In Schoepff, 1792)",115,"Testudines",NA,"Emydidae",2443002,"LC"
"2043","Limosa haemastica","Limosa haemastica (Linnaeus, 1758)",38,"Aves","Charadriiformes","Scolopacidae",2481680,"VU"
"2044","Leontopithecus chrysomelas","Leontopithecus chrysomelas (Kuhl, 1820)",18,"Mammalia","Primates","Callitrichidae",2436481,"EN"
"2045","Molossus molossus","Molossus molossus (Pallas, 1766)",306,"Mammalia","Chiroptera","Molossidae",5218725,"LC"
"2046","Adelophryne baturitensis","Adelophryne baturitensis Hoogmoed, Borges & Cascon, 1994",6,"Amphibia","Anura","Eleutherodactylidae",2424002,"LC"
"2047","Uroderma bilobatum","Uroderma bilobatum Peters, 1866",1,"Mammalia","Chiroptera","Phyllostomidae",2433156,"LC"
"2048","Blarinomys breviceps","Blarinomys breviceps (Winge, 1887)",28,"Mammalia","Rodentia","Cricetidae",2439095,"LC"
"2049","Pitangus lictor","Pitangus lictor (Lichtenstein, 1823)",2,"Aves","Passeriformes","Tyrannidae",2482751,"LC"
"2050","Phylloderma stenops","Phylloderma stenops Peters, 1865",2,"Mammalia","Chiroptera","Phyllostomidae",2433171,"LC"
"2051","Oxyura australis","Oxyura australis Gould, 1837",4,"Aves","Anseriformes","Anatidae",5232471,"LC"
"2052","Mniotilta varia","Mniotilta varia (Linnaeus, 1766)",1,"Aves","Passeriformes","Parulidae",2489613,"LC"
"2053","Anser canagicus","Anser canagicus (Sevastianov, 1802)",1,"Aves","Anseriformes","Anatidae",2498163,"NT"
"2054","Brachycephalus actaeus","Brachycephalus actaeus Monteiro, Condez, Garcia, Comitti, Amaral & Haddad, 2018",1,"Amphibia","Anura","Brachycephalidae",9645660,"EN"
"2055","Liotyphlops wilderi","Liotyphlops wilderi (Garman, 1883)",1,"Squamata",NA,"Anomalepididae",2460797,"LC"
"2056","Trachylepis maculata","Trachylepis maculata (Gray, 1839)",4,"Squamata",NA,"Scincidae",7674807,"DD"
"2057","Balaenoptera musculus","Balaenoptera musculus (Linnaeus, 1758)",1,"Mammalia","Cetacea","Balaenopteridae",2440735,"EN"
"2058","Lamegoia conodonta","Lamegoia conodonta Paula Couto, 1952",1,"Mammalia",NA,"Didolodontidae",8591321,"NE"
"2059","Eocaiman itaboraiensis","Eocaiman itaboraiensis Pinheiro et al., 2013",1,"Crocodylia",NA,"Alligatoridae",8476253,"NE"
"2060","Homalostylops atavus","Homalostylops atavus Paula Couto, 1954",1,"Mammalia",NA,"Notostylopidae",8635782,"NE"
"2061","Polioptila lactea","Polioptila lactea Sharpe, 1885",107,"Aves","Passeriformes","Polioptilidae",2487594,"LC"
"2062","Megascops sanctaecatarinae","Megascops sanctaecatarinae (Salvin, 1897)",1660,"Aves","Strigiformes","Strigidae",2497406,"LC"
"2063","Salvator merianae","Salvator merianae Duméril & Bibron, 1839",3057,"Squamata",NA,"Teiidae",5227370,"LC"
"2064","Sporophila falcirostris","Sporophila falcirostris (Temminck, 1820)",1952,"Aves","Passeriformes","Thraupidae",2491326,"VU"
"2065","Physalaemus orophilus","Physalaemus orophilus Cassini, Cruz & Caramaschi, 2010",1,"Amphibia","Anura","Leptodactylidae",7445460,"LC"
"2066","Asio stygius","Asio stygius (Wagler, 1832)",1789,"Aves","Strigiformes","Strigidae",2497311,"LC"
"2067","Celeus galeatus","Celeus galeatus (Temminck, 1822)",963,"Aves","Piciformes","Picidae",8868834,"VU"
"2068","Mycteria americana","Mycteria americana Linnaeus, 1758",4948,"Aves","Ciconiiformes","Ciconiidae",2481937,"LC"
"2069","Saccopteryx leptura","Saccopteryx leptura (Schreber, 1774)",27,"Mammalia","Chiroptera","Emballonuridae",5218730,"LC"
"2070","Casiornis fuscus","Casiornis fuscus P.L.Sclater & Salvin, 1873",251,"Aves","Passeriformes","Tyrannidae",2483982,"LC"
"2071","Megaceryle torquata","Megaceryle torquata (Linnaeus, 1766)",30337,"Aves","Coraciiformes","Alcedinidae",2475466,"LC"
"2072","Synallaxis cinerascens","Synallaxis cinerascens Temminck, 1823",9533,"Aves","Passeriformes","Furnariidae",2484926,"LC"
"2073","Aegolius harrisii","Aegolius harrisii (Cassin, 1849)",532,"Aves","Strigiformes","Strigidae",5232210,"LC"
"2074","Physalaemus deimaticus","Physalaemus deimaticus Sazima & Caramaschi, 1988",4,"Amphibia","Anura","Leptodactylidae",2423569,"LC"
"2075","Philodryas mattogrossensis","Philodryas mattogrossensis Koslowsky, 1898",4,"Squamata",NA,"Colubridae",2453533,"LC"
"2076","Leptasthenura setaria","Leptasthenura setaria (Temminck, 1824)",188,"Aves","Passeriformes","Furnariidae",2485140,"LC"
"2077","Selenidera gouldii","Selenidera gouldii (Natterer, 1837)",580,"Aves","Piciformes","Ramphastidae",2478756,"LC"
"2078","Phalotris mertensi","Phalotris mertensi (Hoge, 1955)",36,"Squamata",NA,"Colubridae",2452384,"LC"
"2079","Camptostoma obsoletum","Camptostoma obsoletum (Temminck, 1824)",67190,"Aves","Passeriformes","Tyrannidae",2483511,"LC"
"2080","Cercomacra brasiliana","Cercomacra brasiliana Hellmayr, 1905",826,"Aves","Passeriformes","Thamnophilidae",2490129,"NT"
"2081","Dryocopus lineatus","Dryocopus lineatus (Linnaeus, 1766)",22811,"Aves","Piciformes","Picidae",5228831,"NE"
"2082","Rynchops niger","Rynchops niger Linnaeus, 1758",3405,"Aves","Charadriiformes","Laridae",2481209,"LC"
"2083","Phaeomyias murina","Phaeomyias murina (Spix, 1825)",56,"Aves","Passeriformes","Tyrannidae",2484076,"LC"
"2084","Attila phoenicurus","Attila phoenicurus Pelzeln, 1868",4650,"Aves","Passeriformes","Tyrannidae",2483623,"LC"
"2085","Nyctibius aethereus","Nyctibius aethereus (zu Wied-Neuwied, 1820)",427,"Aves","Nyctibiiformes","Nyctibiidae",2496796,"LC"
"2086","Ixobrychus exilis","Ixobrychus exilis (Gmelin, 1789)",267,"Aves","Pelecaniformes","Ardeidae",2480852,"LC"
"2087","Cacicus solitarius","Cacicus solitarius (Vieillot, 1816)",624,"Aves","Passeriformes","Icteridae",5229826,"LC"
"2088","Contopus cooperi","Contopus cooperi (Nuttall, 1831)",53,"Aves","Passeriformes","Tyrannidae",5229743,"NT"
"2089","Leucophaeus pipixcan","Leucophaeus pipixcan (Wagler, 1831)",43,"Aves","Charadriiformes","Laridae",5846430,"NE"
"2090","Lophotriccus galeatus","Lophotriccus galeatus (Boddaert, 1783)",2,"Aves","Passeriformes","Tyrannidae",2483401,"LC"
"2091","Copeoglossum nigropunctatum","Copeoglossum nigropunctatum (Spix, 1825)",32,"Squamata",NA,"Scincidae",8215919,"LC"
"2092","Brachycephalus ephippium","Brachycephalus ephippium (Spix, 1824)",376,"Amphibia","Anura","Brachycephalidae",5217425,"LC"
"2093","Kerodon rupestris","Kerodon rupestris (Wied-Neuwied, 1820)",63,"Mammalia","Rodentia","Caviidae",2437616,"LC"
"2094","Adenomera araucaria","Adenomera araucaria Kwet & Angulo, 2002",38,"Amphibia","Anura","Leptodactylidae",2426081,"LC"
"2095","Proceratophrys belzebul","Proceratophrys belzebul Dias, Amaro, Carvahlo-e-Silva & Rodrigues, 2013",6,"Amphibia","Anura","Odontophrynidae",8525372,"LC"
"2096","Caiman crocodilus","Caiman crocodilus (Linnaeus, 1758)",3,"Crocodylia",NA,"Alligatoridae",8953936,"LC"
"2097","Ozotoceros bezoarticus","Ozotoceros bezoarticus (Linnaeus, 1758)",12,"Mammalia","Artiodactyla","Cervidae",2440978,"NT"
"2098","Phyllomys thomasi","Phyllomys thomasi (Ihering, 1871)",8,"Mammalia","Rodentia","Echimyidae",4262931,"EN"
"2099","Dipsas alternans","Dipsas alternans (Fischer, 1885)",13,"Squamata",NA,"Colubridae",5223472,"LC"
"2100","Pseudopaludicola mystacalis","Pseudopaludicola mystacalis (Cope, 1887)",297,"Amphibia","Anura","Leptodactylidae",2423525,"LC"
"2101","Thoropa saxatilis","Thoropa saxatilis Cocroft & Heyer, 1988",40,"Amphibia","Anura","Cycloramphidae",2424405,"LC"
"2102","Apostolepis intermedia","Apostolepis intermedia Koslowsky, 1898",1,"Squamata",NA,"Colubridae",2458344,"LC"
"2103","Proceratophrys laticeps","Proceratophrys laticeps Izecksohn & Peixoto, 1981",108,"Amphibia","Anura","Odontophrynidae",2424324,"LC"
"2104","Philodryas arnaldoi","Philodryas arnaldoi (Amaral, 1932)",6,"Squamata",NA,"Colubridae",2453486,"LC"
"2105","Cycloramphus asper","Cycloramphus asper Werner, 1899",38,"Amphibia","Anura","Cycloramphidae",2424363,"DD"
"2106","Balaenoptera acutorostrata","Balaenoptera acutorostrata Lacépède, 1804",3,"Mammalia","Cetacea","Balaenopteridae",2440728,"LC"
"2107","Proceratophrys melanopogon","Proceratophrys melanopogon (Miranda-Ribeiro, 1926)",76,"Amphibia","Anura","Odontophrynidae",2424305,"LC"
"2108","Micrurus potyguara","Micrurus potyguara Pires, Da Silva Jr, Feitosa, Prudente, Preira-Filho & Zaher, 2014",8,"Squamata",NA,"Elapidae",8300745,"NT"
"2109","Crossodactylodes pintoi","Crossodactylodes pintoi Cochran, 1938",5,"Amphibia","Anura","Leptodactylidae",2424444,"DD"
"2110","Ischnocnema gualteri","Ischnocnema gualteri (Lutz, 1974)",30,"Amphibia","Anura","Brachycephalidae",2424824,"EN"
"2111","Sorex vagrans","Sorex vagrans Baird, 1857",4,"Mammalia","Soricomorpha","Soricidae",2436042,"LC"
"2112","Dendrophryniscus jureia","Dendrophryniscus jureia Cruz, Caramaschi, Fusinatto & Brasileiro, 2019",1,"Amphibia","Anura","Bufonidae",10391718,"LC"
"2113","Tyrannus couchii","Tyrannus couchii S.F.Baird, 1858",1,"Aves","Passeriformes","Tyrannidae",5229684,"LC"
"2114","Brachycephalus ibitinga","Brachycephalus ibitinga",2,"Amphibia","Anura","Brachycephalidae",11652739,"NE"
"2115","Gallinula chloropus","Gallinula chloropus (Linnaeus, 1758)",27,"Aves","Gruiformes","Rallidae",5228199,"LC"
"2116","Eimeria akodonensis","Eimeria akodonensis Miglionico, Viana, Barbosa, Mota, Costa-Neto, Frazão-Teixeira & D'Andrea, 2018",1,"Aves","Columbiformes","Columbidae",11205525,"NE"
"2117","Lygophis anomalus","Lygophis anomalus (Günther, 1858)",18,"Squamata",NA,"Colubridae",7719333,"LC"
"2118","Tropidurus pinima","Tropidurus pinima (Rodrigues, 1984)",1,"Squamata",NA,"Tropiduridae",5224871,"LC"
"2119","Proechimys roberti","Proechimys roberti Thomas, 1901",1,"Mammalia","Rodentia","Echimyidae",4262968,"LC"
"2120","Xipholena lamellipennis","Xipholena lamellipennis (Lafresnaye, 1839)",1,"Aves","Passeriformes","Cotingidae",2486349,"NT"
"2121","Charadrius wilsonia","Charadrius wilsonia Ord, 1814",2,"Aves","Charadriiformes","Charadriidae",2480302,"LC"
"2122","Bokermannohyla carvalhoi","Bokermannohyla carvalhoi (Peixoto, 1981)",3,"Amphibia","Anura","Hylidae",2428027,"LC"
"2123","Brachycephalus olivaceus","Brachycephalus olivaceus Bornschein, Morato, Firkowski, Ribeiro & Pie, 2015",1,"Amphibia","Anura","Brachycephalidae",9190411,"EN"
"2124","Phyllodytes praeceptor","Phyllodytes praeceptor Orrico, Dias & Marciano, 2018",1,"Amphibia","Anura","Hylidae",9715974,"LC"
"2125","Liotyphlops schubarti","Liotyphlops schubarti Vanzolini, 1948",2,"Squamata",NA,"Anomalepididae",2460796,"DD"
"2126","Glyptodon reticulatus","Glyptodon reticulatus Owen, 1845",1,"Mammalia","Cingulata","Glyptodontidae",8608214,"NE"
"2127","Gaylordia mater","Gaylordia mater Oliveira & Goin, 2015",1,"Mammalia","Didelphimorphia","Didelphidae",8652685,"NE"
"2128","Hemithraupis guira","Hemithraupis guira (Linnaeus, 1766)",12415,"Aves","Passeriformes","Thraupidae",2488072,"LC"
"2129","Leptodon forbesi","Leptodon forbesi (Swann, 1922)",452,"Aves","Accipitriformes","Accipitridae",5229196,"EN"
"2130","Lophornis chalybeus","Lophornis chalybeus (Temminck, 1821)",5136,"Aves","Apodiformes","Trochilidae",2477001,"NT"
"2131","Cistothorus platensis","Cistothorus platensis (Latham, 1790)",768,"Aves","Passeriformes","Troglodytidae",2493890,"LC"
"2132","Pteroglossus castanotis","Pteroglossus castanotis Gould, 1834",9614,"Aves","Piciformes","Ramphastidae",2478822,"LC"
"2133","Macropsalis forcipata","Macropsalis forcipata (Nitsch, 1840)",1315,"Aves","Caprimulgiformes","Caprimulgidae",5232077,"LC"
"2134","Scytalopus petrophilus","Scytalopus petrophilus B.M.Whitney, Vasconcelos, Silveira & Pacheco, 2010",638,"Aves","Passeriformes","Rhinocryptidae",6088155,"LC"
"2135","Xenops rutilans","Xenops rutilans Temminck, 1821",18666,"Aves","Passeriformes","Furnariidae",5230207,"NE"
"2136","Myrmotherula unicolor","Myrmotherula unicolor (Ménétriés, 1835)",5342,"Aves","Passeriformes","Thamnophilidae",2490194,"NT"
"2137","Geranoaetus melanoleucus","Geranoaetus melanoleucus (Vieillot, 1819)",991,"Aves","Accipitriformes","Accipitridae",2480668,"LC"
"2138","Patagioenas picazuro","Patagioenas picazuro (Temminck, 1813)",186016,"Aves","Columbiformes","Columbidae",2495287,"LC"
"2139","Capsiempis flaveola","Capsiempis flaveola (Lichtenstein, 1823)",12975,"Aves","Passeriformes","Tyrannidae",2483845,"LC"
"2140","Pipraeidea melanonota","Pipraeidea melanonota (Vieillot, 1819)",14654,"Aves","Passeriformes","Thraupidae",2488795,"LC"
"2141","Ramphocelus carbo","Ramphocelus carbo (Pallas, 1764)",9938,"Aves","Passeriformes","Thraupidae",2488442,"LC"
"2142","Mionectes rufiventris","Mionectes rufiventris Cabanis, 1846",13829,"Aves","Passeriformes","Tyrannidae",5229557,"LC"
